0.000	-6.447	4.000	4.000
1.031	10.179	4.000	4.000
2.047	27.102	4.000	4.000
3.047	27.017	4.000	4.000
4.062	27.314	4.000	4.000
5.078	27.144	4.000	4.000
6.078	27.229	4.000	4.000
7.094	27.059	4.000	4.000
8.109	27.229	4.000	4.000
9.219	27.187	4.000	4.000
10.234	27.314	4.000	4.000
11.234	27.059	4.000	4.000
12.250	27.271	4.000	4.000
13.266	27.017	4.000	4.000
14.266	27.271	4.000	4.000
15.281	27.017	4.000	4.000
16.297	27.271	4.000	4.000
17.297	27.017	4.000	4.000
18.312	27.229	4.000	4.000
19.328	26.974	4.000	4.000
20.328	27.229	4.000	4.000
21.344	27.144	4.000	4.000
22.359	27.399	4.000	4.000
23.375	27.187	4.000	4.000
24.375	27.187	4.000	4.000
25.391	27.102	4.000	4.000
26.406	27.144	4.000	4.000
27.406	27.187	4.000	4.000
28.422	27.059	4.000	4.000
29.437	27.229	4.000	4.000
30.453	27.017	4.000	4.000
31.453	27.229	4.000	4.000
32.469	26.932	4.000	4.000
33.484	27.187	4.000	4.000
34.500	27.017	4.000	4.000
35.500	27.187	4.000	4.000
36.516	27.059	4.000	4.000
37.531	27.102	4.000	4.000
38.531	27.187	4.000	4.000
39.547	27.059	4.000	4.000
40.562	27.187	4.000	4.000
41.578	26.974	4.000	4.000
42.578	27.229	4.000	4.000
43.594	27.017	4.000	4.000
44.609	27.144	4.000	4.000
45.609	26.932	4.000	4.000
46.625	27.059	4.000	4.000
47.641	27.144	4.000	4.000
48.656	27.144	4.000	4.000
49.656	27.187	4.000	4.000
50.672	26.974	4.000	4.000
51.687	27.187	4.000	4.000
52.703	26.974	4.000	4.000
53.703	27.229	4.000	4.000
54.719	27.144	4.000	4.000
55.734	27.144	4.000	4.000
56.750	27.144	4.000	14.000
57.766	27.017	4.000	14.000
58.766	27.187	4.000	14.000
59.781	27.102	4.000	14.000
60.797	27.102	4.000	14.000
61.812	27.187	4.000	14.000
62.812	26.974	4.000	14.000
63.828	27.187	4.000	14.000
64.844	27.102	4.000	14.000
65.859	27.144	4.000	14.000
66.875	27.187	4.000	14.000
67.875	27.059	4.000	14.000
68.891	27.271	4.000	14.000
69.906	27.187	4.000	14.000
70.922	27.229	4.000	14.000
71.937	27.314	4.000	14.000
72.937	27.271	4.000	14.000
73.953	27.314	4.000	14.000
74.969	27.271	4.000	14.000
75.984	27.144	4.000	14.000
76.984	27.314	4.000	14.000
78.000	27.144	4.000	14.000
79.016	27.271	4.000	14.000
80.031	27.314	4.000	14.000
81.047	27.271	4.000	14.000
82.047	27.399	4.000	14.000
83.062	27.229	4.000	12.000
84.078	27.314	4.000	12.000
85.094	27.356	4.000	12.000
86.094	27.271	4.000	12.000
87.109	27.441	4.000	12.000
88.125	27.271	4.000	12.000
89.141	27.356	4.000	12.000
90.141	27.356	4.000	12.000
91.156	27.271	4.000	12.000
92.172	27.399	4.000	12.000
93.187	27.314	4.000	12.000
94.187	27.356	4.000	12.000
95.203	27.441	4.000	12.000
96.219	27.314	4.000	12.000
97.234	27.399	4.000	12.000
98.250	27.356	4.000	12.000
99.266	27.314	4.000	12.000
100.266	27.399	4.000	12.000
101.281	27.399	4.000	12.000
102.297	27.399	4.000	12.000
103.297	27.441	4.000	12.000
104.312	27.187	4.000	12.000
105.328	27.441	4.000	12.000
106.328	27.271	4.000	12.000
107.344	27.484	4.000	12.000
108.344	27.356	4.000	12.000
109.359	27.484	4.000	12.000
110.375	27.356	4.000	12.000
111.391	27.484	12.000	12.000
112.391	27.229	12.000	12.000
113.406	27.484	12.000	12.000
114.422	27.187	12.000	12.000
115.437	27.399	12.000	12.000
116.437	27.314	12.000	12.000
117.453	27.399	12.000	12.000
118.469	27.611	12.000	12.000
119.469	27.356	12.000	12.000
120.484	27.696	12.000	12.000
121.500	27.611	12.000	12.000
122.516	27.653	12.000	12.000
123.531	27.653	12.000	12.000
124.531	27.484	12.000	12.000
125.547	27.653	12.000	12.000
126.562	27.696	12.000	12.000
127.578	27.653	12.000	12.000
128.578	27.823	12.000	12.000
129.594	27.781	12.000	12.000
130.609	27.951	12.000	12.000
131.625	28.035	12.000	12.000
132.625	27.823	12.000	12.000
133.641	28.163	12.000	12.000
134.656	28.205	12.000	12.000
135.672	28.417	12.000	12.000
136.672	28.460	12.000	12.000
137.687	28.290	12.000	12.000
138.703	28.502	12.000	12.000
139.719	28.460	12.000	12.000
140.734	28.587	12.000	12.000
141.734	28.714	12.000	12.000
142.750	28.502	12.000	12.000
143.766	28.799	12.000	12.000
144.781	28.630	12.000	12.000
145.781	29.012	12.000	12.000
146.797	28.842	12.000	12.000
147.812	28.927	12.000	12.000
148.812	28.969	12.000	12.000
149.828	28.884	12.000	12.000
150.844	29.139	12.000	12.000
151.859	29.054	12.000	12.000
152.859	29.309	12.000	12.000
153.875	29.309	12.000	12.000
154.891	29.266	12.000	12.000
155.906	29.436	12.000	12.000
156.922	29.224	12.000	12.000
157.922	29.478	12.000	12.000
158.937	29.436	12.000	12.000
159.953	29.563	12.000	12.000
160.969	29.691	12.000	12.000
161.969	29.521	12.000	12.000
162.984	29.818	12.000	12.000
164.000	29.648	12.000	12.000
165.016	29.860	12.000	12.000
166.031	29.860	12.000	12.000
167.031	29.776	12.000	12.000
168.047	29.945	12.000	12.000
169.062	29.691	12.000	12.000
170.062	30.073	12.000	12.000
171.078	30.073	12.000	12.000
172.094	30.200	12.000	12.000
173.109	30.327	12.000	12.000
174.125	30.158	12.000	12.000
175.125	30.455	12.000	12.000
176.141	30.285	12.000	12.000
177.156	30.455	12.000	12.000
178.172	30.497	12.000	12.000
179.172	30.412	12.000	12.000
180.187	30.497	12.000	12.000
181.203	30.582	12.000	12.000
182.219	30.582	12.000	12.000
183.234	30.794	12.000	12.000
184.250	30.752	12.000	12.000
185.266	31.006	12.000	12.000
186.281	30.794	12.000	12.000
187.281	30.879	12.000	12.000
188.297	30.794	12.000	12.000
189.312	31.091	12.000	12.000
190.312	30.879	12.000	12.000
191.328	31.091	12.000	12.000
192.328	30.922	12.000	12.000
193.344	31.134	12.000	12.000
194.344	31.176	12.000	12.000
195.359	31.134	12.000	12.000
196.359	31.346	12.000	12.000
197.375	31.176	12.000	12.000
198.391	31.516	12.000	12.000
199.406	31.304	12.000	12.000
200.406	31.601	12.000	12.000
201.422	31.601	12.000	12.000
202.437	31.516	12.000	12.000
203.453	31.643	12.000	12.000
204.453	31.558	12.000	12.000
205.469	31.643	12.000	12.000
206.484	31.643	12.000	12.000
207.500	31.558	12.000	12.000
208.516	31.855	12.000	12.000
209.516	31.813	12.000	12.000
210.531	31.940	12.000	12.000
211.547	32.067	12.000	12.000
212.562	31.855	12.000	12.000
213.562	32.025	12.000	12.000
214.578	31.898	12.000	12.000
215.594	32.067	12.000	12.000
216.609	32.322	12.000	12.000
217.609	32.195	12.000	12.000
218.625	32.407	12.000	12.000
219.641	32.280	12.000	12.000
220.656	32.322	12.000	12.000
221.656	32.407	12.000	12.000
222.672	32.152	12.000	12.000
223.687	32.322	12.000	12.000
224.703	32.280	12.000	12.000
225.719	32.449	12.000	12.000
226.719	32.662	12.000	12.000
227.734	32.449	12.000	12.000
228.750	32.619	12.000	12.000
229.766	32.492	12.000	12.000
230.766	32.577	12.000	12.000
231.781	32.747	12.000	12.000
232.797	32.577	12.000	12.000
233.812	32.874	12.000	12.000
234.812	32.662	12.000	12.000
235.828	32.874	12.000	12.000
236.844	32.916	12.000	12.000
237.859	32.789	12.000	12.000
238.875	33.001	12.000	12.000
239.875	32.789	12.000	12.000
240.891	33.044	12.000	12.000
241.906	33.001	12.000	12.000
242.922	33.044	12.000	12.000
243.937	33.256	12.000	12.000
244.937	33.044	12.000	12.000
245.953	33.341	12.000	12.000
246.969	33.171	12.000	12.000
247.984	33.298	12.000	12.000
248.984	33.298	12.000	12.000
250.000	33.171	12.000	12.000
251.016	33.426	12.000	12.000
252.031	33.129	12.000	12.000
253.031	33.426	12.000	12.000
254.047	33.256	12.000	12.000
255.062	33.383	12.000	12.000
256.078	32.577	12.000	12.000
257.094	33.511	12.000	12.000
258.109	33.765	12.000	12.000
259.109	34.529	12.000	12.000
260.125	33.723	12.000	12.000
261.141	33.723	12.000	12.000
262.156	34.105	12.000	12.000
263.156	34.317	12.000	12.000
264.172	34.062	12.000	12.000
265.187	33.808	12.000	12.000
266.203	33.638	12.000	12.000
267.203	33.850	12.000	12.000
268.219	33.935	12.000	12.000
269.234	34.062	12.000	12.000
270.250	34.232	12.000	12.000
271.250	34.020	12.000	12.000
272.266	34.147	12.000	12.000
273.281	33.935	12.000	12.000
274.297	34.232	12.000	12.000
275.297	33.935	12.000	12.000
276.312	34.275	12.000	12.000
277.328	34.020	12.000	12.000
278.328	34.359	12.000	12.000
279.344	34.062	12.000	12.000
280.344	34.444	12.000	12.000
281.359	34.105	12.000	12.000
282.375	34.402	12.000	12.000
283.375	34.062	12.000	12.000
284.391	34.487	12.000	12.000
285.406	34.190	12.000	12.000
286.422	34.487	12.000	12.000
287.437	34.402	12.000	12.000
288.437	34.487	12.000	12.000
289.453	34.614	12.000	12.000
290.469	34.444	12.000	12.000
291.484	34.656	12.000	12.000
292.484	34.529	12.000	12.000
